CO_PROCEDIMENTO,NO_PROCEDIMENTO
0701030062,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO A
0701030070,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO B
0701030089,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO C
0701030097,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO A
0701030100,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO B
0701030119,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO C
0701030127,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO A
0701030135,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO B
0701030143,APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO C
0701030151,MOLDE AURICULAR (REPOSIÇÃO)
0701030160,REPOSIÇÃO DE AASI EXTERNO DE CONDUÇÃO ÓSSEA CONVENCIONAL TIPO A
0701030178,REPOSIÇÃO DE AASI EXTERNO DE CONDUÇÃO ÓSSEA RETROAURICULAR TIPO A
0701030186,REPOSIÇÃO DE AASI EXTERNO INTRA-AURICULAR TIPO A
0701030194,REPOSIÇÃO DE AASI EXTERNO INTRA-AURICULAR TIPO B
0701030208,REPOSIÇÃO DE AASI EXTERNO INTRA-AURICULAR TIPO C
0701030216,REPOSIÇÃO DE AASI EXTERNO INTRA-CANAL TIPO A
0701030224,REPOSIÇÃO DE AASI EXTERNO INTRA-CANAL TIPO B
0701030232,REPOSIÇÃO DE AASI EXTERNO INTRA-CANAL TIPO C
0701030240,REPOSIÇÃO DE AASI EXTERNO MICRO-CANAL TIPO A
0701030259,REPOSIÇÃO DE AASI EXTERNO MICRO-CANAL TIPO B
0701030267,REPOSIÇÃO DE AASI EXTERNO MICRO-CANAL TIPO C
0701030275,REPOSIÇÃO DE AASI EXTERNO RETROAURICULAR TIPO A
0701030283,REPOSIÇÃO DE AASI EXTERNO RETROAURICULAR TIPO B
0701030291,REPOSIÇÃO DE AASI EXTERNO RETROAURICULAR TIPO C
0701030305,MANUTENÇÃO/ ADAPTAÇÃO DE OPM AUDITIVA
0701030321,SISTEMA DE FREQUENCIA MODULADA PESSOAL
0701030330,ÁUDIO PROCESSADOR DA PRÓTESE AUDITIVA ANCORADA NO OSSO
0701030348,TROCA DO PROCESSADOR DE FALA P/ IMPLANTE COCLEAR MULTICANAL
0701030356,LARINGE ELETRÔNICA PARA REABILITAÇÃO VOCAL
0701040017,BENGALA ARTICULADA
0701040025,LENTE ESCLERAL PINTADA
0701040033,LUPA DE APOIO COM OU SEM ILUMINAÇÃO
0701040041,LUPA MANUAL COM OU SEM ILUMINAÇÃO
0701040050,"ÓCULOS COM LENTES CORRETIVAS IGUAIS / MAIORES QUE 0,5 DIOPTRIAS"
0701040068,PRÓTESE OCULAR
0701040092,ÓCULOS COM LENTE FILTRANTE PARA ALBINOS
0701040106,SISTEMAS TELESCÓPICOS BINOCULARES MONTADOS EM ARMAÇÃO COM FOCO AJUSTÁVEL
0701040114,SISTEMAS TELESCÓPICOS MANUAL MONOCULAR COM FOCO AJUSTÁVEL
0701040122,ÓCULOS COM LENTES ASFÉRICAS POSITIVAS
0701040130,ÓCULOS COM LENTES ESFERO PRISMÁTICAS
0701040149,ADAPTAÇÃO DE OPM OFTALMOLÓGICA
0701040157,MANUTENÇÃO DE OPM OFTALMOLÓGICA
0701050012,BOLSA DE COLOSTOMIA FECHADA COM ADESIVO MICROPOROSO
0701050020,BOLSA DE COLOSTOMIA COM ADESIVO MICROPORO DRENAVEL
0701050047,CONJUNTO DE PLACA E BOLSA PARA OSTOMA INTESTINAL
0701060018,BARREIRAS PROTETORAS DE PELE SINTÉTICA E/OU MISTA EM FORMA DE PÓ / PASTA E/OU PLACA
0701060026,BOLSA COLETORA P/ UROSTOMIZADOS
0701060034,COLETOR URINÁRIO DE PERNA OU DE CAMA
0701060042,CONJUNTO DE PLACA E BOLSA PARA UROSTOMIZADOS
0701070013,APARELHO FIXO BILATERAL PARA FECHAMENTO DE DIASTEMA
0701070021,APARELHO ORTOPÉDICO E ORTODÔNTICO REMOVÍVEL
0701070030,APARELHO P/ BLOQUEIO MAXILO-MANDIBULAR
0701070048,COROA DE ACO E POLICARBOXILATO
0701070056,COROA PROVISORIA
0701070064,MANTENEDOR DE ESPAÇO
0701070072,PLACA OCLUSAL
0701070080,PLANO INCLINADO
0701070099,PROTESE PARCIAL MANDIBULAR REMOVIVEL
0701070102,PROTESE PARCIAL MAXILAR REMOVIVEL
0701070110,PROTESE TEMPORARIA
0701070129,PROTESE TOTAL MANDIBULAR
0701070137,PROTESE TOTAL MAXILAR
0701070145,PROTESES CORONARIAS / INTRA-RADICULARES FIXAS / ADESIVAS (POR ELEMENTO)
0701070153,PRÓTESE DENTÁRIA SOBRE IMPLANTE
0701070161,APARELHO ORTOPÉDICO FIXO
0701070170,APARELHO ORTODÔNTICO FIXO
0701080027,PRÓTESE AURICULAR
0701080043,PRÓTESE FIXA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
0701080051,PRÓTESE PARA GRANDE PERDA MAXILAR
0701080060,PRÓTESE LABIAL
0701080078,PRÓTESE NASAL
0701080086,PRÓTESE ÓCULO-PALPEBRAL
0701080094,PRÓTESE REMOVÍVEL EM PACIENTES COM ANOMALIAS CRÂNIO E BUCOMAXILOFACIAL
0701080116,PRÓTESE MANDIBULAR
0701080124,PRÓTESE PARA GRANDES PERDAS MAXILARES
0701080132,PRÓTESE AURICULAR IMPLANTO SUPORTADA
0701080140,PRÓTESE EXTENSA DA FACE (2/3 DA FACE)
0701080159,PRÓTESE PARA GRANDE PERDA MAXILAR IMPLANTO SUPORTADA
0701080167,PRÓTESE LABIAL IMPLANTO SUPORTADA
0701080175,PRÓTESE NASAL IMPLANTO SUPORTADA
0701080183,PRÓTESE ÓCULO-PALPEBRAL IMPLANTO SUPORTADA
0701080191,PRÓTESE OBTURADORA PALATOFARINGEANA IMPLANTO SUPORTADA
0701090014,ÓRTESE HCO TIPO PHILADELPHIA PARA IMOBILIZAÇÃO DA REGIÃO CERVICAL
0701090022,SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE ENDOESQUELETICA TRANSFEMURAL
0701090030,SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE TRANSTIBIAL ENDOESQUELETICA.
0701090049,SUBSTITUICAO DE ESPUMA E MEIA EM PROTESE ENDOESQUELETICA TRANSUMERAL
0701090057,SUBSTITUICAO DE LUVA COSMETICA P/ MAOS PROTETICAS
0701090065,SUBSTITUIÇÃO DE PÉ DE ADAPTAÇÃO DINÂMICA.
0701090073,SUBSTITUIÇÃO DE PÉ SACH / ARTICULADO.
0701090081,SUBSTITUIÇÃO DO ENCAIXE INTERNO FLEXÍVEL PARA PRÓTESE TRANSTIBIAL EXOESQUELETICA / ENDOESQUELETICA.
0701090090,SUBSTITUIÇÃO/TROCA DO ENCAIXE PARA PRÓTESE TRANSFEMURAL ENDOESQUELETICA / EXOESQUELETICA.
0701090103,SUBSTITUIÇÃO/TROCA DO CABO DE CONEXÃO DA PRÓTESE DE IMPLANTE COCLEAR
0701090111,SUBSTITUIÇÃO/TROCA DO COMPARTIMENTO/GAVETA DE BATERIAS DA PRÓTESE DE IMPLANTE COCLEAR
0701090120,CONSERTO DO COMPARTIMENTO/GAVETA DE BATERIAS DA PRÓTESE DE IMPLANTE COCLEAR
0701090138,SUBSTITUIÇÃO/TROCA DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR
0701090146,CONSERTO DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR
0701090154,SUBSTITUIÇÃO/TROCA DAS BATERIAS RECARREGÁVEIS DA PRÓTESE DE IMPLANTE COCLEAR
0701090162,SUBSTITUIÇÃO/TROCA DO CONTROLE REMOTO DA PRÓTESE DE IMPLANTE COCLEAR
0701090170,CONSERTO DO CONTROLE REMOTO DA PRÓTESE DE IMPLANTE COCLEAR
0701090189,SUBSTITUIÇÃO/TROCA DO IMÃ DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR
0701090197,SUBSTITUIÇÃO/TROCA DO CARREGADOR DE BATERIA RECARREGÁVEL DA PRÓTESE DE IMPLANTE COCLEAR
0701090200,SUBSTITUIÇÃO/TROCA DO GANCHO DA PRÓTESE DE IMPLANTE COCLEAR
0701090219,SUBSTITUIÇÃO/TROCA DO GANCHO COM MICROFONE DA PRÓTESE DE IMPLANTE COCLEAR
0701090227,SUBSTITUIÇÃO/TROCA DO DESUMIDIFICADOR DA PRÓTESE DE IMPLANTE COCLEAR
0701090235,CONSERTO DO PROCESSADOR DE FALA DA PRÓTESE DE IMPLANTE COCLEAR
0701100010,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O PULSO
0701100028,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIA ATE VIRILHA OU JOELHO)
0701100036,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIO CANO OU CANO P E B) -(PECA)
0701100044,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O OMBRO
0701100052,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA (3/4) - PECA
0701100060,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA- PERNA INTEIRA (PECA)
0701100079,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA-CALCA COMPLETA (PECA)
0701100087,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX C/ MANGAS (PECA)
0701100095,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX S/ MANGAS (PECA)
0701100109,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS PARA CABECA E PESCOCO
0702010014,BALAO DESTACAVEL
0702010022,BOMBA IMPLANTAVEL DE INFUSAO DE FARMACOS NO SISTEMA NERVOSO CENTRAL
0702010030,CATETER ATRIAL / PERITONEAL
0702010049,CATETER GUIA CALIBRE 6F A 8F
0702010057,CATETER VENTRICULAR C/ RESERVATORIO
0702010065,CATETER VENTRICULAR ISOLADO
0702010081,CONECTOR EM Y / RETO
0702010090,CONJUNTO DE CATETER DE DRENAGEM EXTERNA E/OU MPIC
0702010103,CONJUNTO DE ELETRODO E EXTENSAO P/ ESTIMULACAO CEREBRAL
0702010111,CONJUNTO P/ HIDROCEFALIA DE BAIXO PERFIL
0702010120,CONJUNTO PADRAO P/ HIDROCEFALIA
0702010138,ESPIRAIS DE PLATINA
0702010154,GERADOR P/ ESTIMULACAO CEREBRAL
0702010162,INTRODUTOR 6FA 8F
0702010170,MICRO CATETER FLUXO DEPENDENTE
0702010189,MICRO CATETER P/ BALAO
0702010197,MICROBALAO DE REMODELAGEM
0702010200,SHUNT LOMBO-PERITONAL
0702010219,VALVULA PARA HIDROCEFALIA
0702010227,CLIP TEMPORÁRIO
0702010235,CLIP DE TITÂNIO PARA NEUROCIRURGIA
0702010251,RESERVATÓRIO COM CATETER PARA INFUSÃO DE FÁRMACOS
0702020028,GOTEIRAS DENTAIS
0702020036,GUIA SAGITAL
0702020044,PLACA DE CONTENÇÃO
0702020214,FIXADOR DINÂMICO PARA MANDÍBULA
0702020222,SISTEMA PARA DISTRAÇÃO OSTEOGÊNICA MANDIBULAR
0702030023,ANCORA
0702030031,ARRUELA DENTEADA
0702030040,ARRUELA LISA
0702030058,ARRUELAS DE TITANIO PARA CIRURGIA DA COLUNA
0702030066,BARRA SACRAL
0702030074,CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR
0702030082,CIMENTO C/ ANTIBIOTICO
0702030090,COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PRIMARIO / REVISAO
0702030104,COMPONENTE ACETABULAR METÁLICO DE FIXAÇÃO BIOLÓGICA PRIMÁRIA / REVISÃO
0702030112,COMPONENTE CEFALICO
0702030120,COMPONENTE CEFALICO / POLIETILENO / METAL P/ HEMIARTROPLASTIA BIPOLAR / METALICO P/ HEMIARTROPLASIA MONOPOLAR
0702030139,COMPONENTE CEFÁLICO PARA ARTROPLASTIA TOTAL DO QUADRIL (INCLUI PRÓTESE)
0702030147,COMPONENTE DE AUMENTO TIBIAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO
0702030155,COMPONENTE DE AUMENTO FEMURAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO
0702030163,COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO
0702030171,COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHARNLEY
0702030180,COMPONENTE FEMORAL DE REVISAO CIMENTADO / FIXACAO BIOLOGICA
0702030198,COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA P/ ENXERTO IMPACTADO
0702030201,COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENTADA P/ REVESTIMENTO TOTAL
0702030210,COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMARIO
0702030228,COMPONENTE FEMORAL PRIMARIO CIMENTADO / FIXACAO BIOLOGICA
0702030236,COMPONENTE GLENOIDAL
0702030244,COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA
0702030252,COMPONENTE TIBIAL DE REVISAO DE POLIETILENO
0702030260,COMPONENTE TIBIAL DE REVISAO METALICO CIMENTADO / FIXACAO BIOLOGICA EM CUNHA
0702030279,COMPONENTE TIBIAL PRIMARIO DE POLIETILENO
0702030287,COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO / FIXACAO BIOLOGICA
0702030295,COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA
0702030309,COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA DE REVISAO
0702030317,DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS
0702030325,FIO OLIVADO P/ FIXADOR EXTERNO
0702030333,FIO TIPO STEINMAN ROSQUEADO
0702030341,FITA PARA RECONSTRUCAO LIGAMENTAR
0702030350,FIXADOR EXTERNO C/ SISTEMA DE ALONGAMENTO MONOFOCAL
0702030368,FIXADOR EXTERNO C/ SISTEMA DE CORRECAO ANGULAR E/OU ROTACIONAL
0702030376,FIXADOR EXTERNO C/ SISTEMA DE PEQUENOS FRAGMENTOS C/ SISTEMA DE CORRECAO ANGULAR
0702030384,FIXADOR EXTERNO CIRCULAR / SEMI-CIRCULAR
0702030392,FIXADOR EXTERNO HIBRIDO
0702030406,FIXADOR EXTERNO LINEAR
0702030414,FIXADOR EXTERNO P/ PUNHO
0702030422,FIXADOR EXTERNO TIPO PLATAFORMA - SISTEMA DE ALONGAMENTO / TRANSPLANTE OSSEO
0702030430,FIXADOR PELVICO
0702030449,GRAMPO
0702030457,HALO CRANIANO
0702030465,HASTE DE ENDER
0702030473,HASTE DE RUSH
0702030481,HASTE FEMORAL CURTA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)
0702030490,HASTE FEMORAL LONGA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)
0702030503,HASTE FEMORAL P/ REVISAO DE PROTESE TOTAL DO JOELHO
0702030511,HASTE INTRAMEDULAR BLOQUEADA DE FEMUR (INCLUI PARAFUSOS)
0702030520,HASTE INTRAMEDULAR BLOQUEADA DE TIBIA (INCLUI PARAFUSOS)
0702030538,HASTE INTRAMEDULAR BLOQUEADA DE UMERO (INCLUI PARAFUSOS)
0702030546,HASTE INTRAMEDULAR FLEXIVEL P/ USO INFANTIL
0702030554,HASTE INTRAMEDULAR NAO BLOQUEADA
0702030562,HASTE INTRAMEDULAR RETROGRADA (INCLUI PARAFUSOS)
0702030570,HASTE INTRAMEDULAR TIBIO-TARSICA
0702030589,HASTE TIBIAL P/ REVISAO DE PROTESE TOTAL DO JOELHO
0702030597,COMPONENTE ACETABULAR DE POLIETILENO P/ COMPONENTE METALICO PRIMARIO / DE REVISAO DE FIXACAO BIOLOGICA
0702030600,MINI-FIXADOR EXTERNO
0702030619,MINI-PARAFUSO DE AUTO-COMPRESSAO
0702030627,"PARAFUSO CANULADO 3,5 MM"
0702030635,"PARAFUSO CANULADO 4,5 MM"
0702030643,"PARAFUSO CANULADO 7,0 MM"
0702030651,PARAFUSO CANULADO MINI
0702030660,"PARAFUSO CORTICAL 1,5 MM"
0702030678,"PARAFUSO CORTICAL 2,0 MM"
0702030686,"PARAFUSO CORTICAL 2,7 MM"
0702030694,"PARAFUSO CORTICAL 3,5 MM"
0702030708,"PARAFUSO CORTICAL 4,5 MM"
0702030716,PARAFUSO DE INTERFERÊNCIA DE TITÂNIO
0702030724,"PARAFUSO ESPONJOSO 4,0 MM"
0702030732,"PARAFUSO ESPONJOSO 6,5 MM"
0702030740,PARAFUSO MALEOLAR
0702030759,PARAFUSO METALICO DE INTERFERENCIA
0702030767,PARAFUSO P/ COMPONENTE ACETABULAR
0702030783,PARAFUSO CANULADO DE TITANIO AUTO-ROSCANTE PARA FIXACAO DE ODONTOIDE
0702030791,PINO DE KNOWLES
0702030805,PINO DE SHANTZ
0702030813,PLACA C/ PARAFUSO DESLIZANTE DE 135 OU 150 GRAUS
0702030821,PLACA C/ PARAFUSO DESLIZANTE DE 95 GRAUS
0702030830,"PLACA 1/3 TUBULAR 3,5 MM (INCLUI PARAFUSOS)"
0702030848,"PLACA 1/3 TUBULAR 4,5 MM (INCLUI PARAFUSOS)"
0702030856,"PLACA ANGULADA 4,5 MM (INCLUI PARAFUSOS)"
0702030864,PLACA CALCO (INCLUI PARAFUSOS)
0702030872,"PLACA COBRA 4,5 MM (INCLUI PARAFUSOS)"
0702030880,"PLACA CONDILEA 4,5 MM (INCLUI PARAFUSOS)"
0702030899,"PLACA DE COMPRESSAO DINAMICA 3,5 MM (INCLUI PARAFUSOS)"
0702030902,"PLACA DE COMPRESSAO DINAMICA 4,5 MM ESTREITA (INCLUI PARAFUSOS)"
0702030910,"PLACA DE COMPRESSAO DINAMICA 4,5 MM LARGA (INCLUI PARAFUSOS)"
0702030929,"PLACA DE RECONSTRUÇÃO 3,5 MM (INCLUI PARAFUSOS)"
0702030937,"PLACA DE RECONSTRUÇÃO DE 4,5 MM (INCLUÍ PARAFUSOS)"
0702030945,"PLACA DE SUPORTE DE PLATEAU TIBIAL 4,5 MM (INCLUI PARAFUSOS)"
0702030953,"PLACA EM L 2,7MM (INCLUI PARAFUSOS)"
0702030961,"PLACA EM L 3,5 MM (INCLUI PARAFUSOS)"
0702030970,"PLACA EM L 4,5 MM (INCLUI PARAFUSOS)"
0702030988,"PLACA EM T 2,7MM (INCLUI PARAFUSOS)"
0702030996,"PLACA EM T 3,5 MM (INCLUI PARAFUSOS)"
0702031003,"PLACA EM T 4,5 MM (INCLUI PARAFUSOS)"
0702031011,"PLACA EM TREVO 3,5 MM (INCLUI PARAFUSOS)"
0702031020,"PLACA EM TREVO 4,5 MM (INCLUI PARAFUSOS)"
0702031038,PLACA OCCIPITO-CERVICAL
0702031046,PLACA P/ CALCANEO (INCLUI PARAFUSO)
0702031054,"PLACA PONTE 3,5 MM (INCLUI PARAFUSOS)"
0702031062,"PLACA PONTE 4,5 MM (INCLUI PARAFUSO)"
0702031070,"PLACA SEMITUBULAR 2,7 MM (INCLUI PARAFUSOS)"
0702031089,"PLACA SEMITUBULAR 3,5 MM (INCLUI PARAFUSOS)"
0702031097,"PLACA SEMITUBULAR 4,5 MM (INCLUI PARAFUSOS)"
0702031100,PLACAS TÓRACO-LOMBO-SACRAL ASSOCIADA A PARAFUSOS INTRA-SOMÁTICOS DE TITÂNIO
0702031127,PROTESE DE CABECA DE RADIO
0702031135,PROTESE INTERFALANGEANA
0702031143,PROTESE METACARPO-FALANGEANA
0702031151,PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO INFERIOR
0702031160,PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO SUPERIOR
0702031178,PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO INFERIOR
0702031186,PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO SUPERIOR
0702031194,PROTESE NAO CONVENCIONAL BI-ARTICULADA TOTAL
0702031208,PROTESE NAO CONVENCIONAL DIAFISARIA
0702031216,PROTESE NAO CONVENCIONAL EXTENSIVEL
0702031224,PROTESE PARCIAL DE QUADRIL CIMENTADA MONOBLOCO (TIPO THOMPSON)
0702031232,PROTESE TENDINOSA DE SILICONE
0702031240,PRÓTESE TOTAL DE COTOVELO (COMPONENTE UMERAL CIMENTADO + COMPONENTE ULNAR)
0702031259,RESTRITOR DE CIMENTO FEMORAL/UMERAL
0702031267,SISTEMA DE FIXACAO OCCIPITO-CERVICAL ASSOCIADO A PARAFUSO GANCHO E FIO
0702031275,SISTEMA DE GUIAS E INJECAO DE MATERIAL PROPRIO A VERTEBROPLASTIA
0702031283,TELA DE RECONSTRUCAO ACETABULAR
0702031291,TELA DE RECONSTRUCAO FEMORAL
0702031305,"PLACA 1/3 TUBULAR 2,7MM (INCLUI PARAFUSOS)"
0702031313,"PLACA EM L 1,5MM (INCLUI PARAFUSOS)"
0702031321,PARAFUSO BLOQUEADO
0702031330,"PLACA EM T 2,0MM (INCLUI PARAFUSOS)"
0702031348,FIO DE KIRSCHNER
0702031356,"PLACA RETA DE 2,0MM (INCLUI PARAFUSOS)"
0702031364,MINI PLACA EM T OU L (INCLUI PARAFUSO)
0702031380,CIMENTO S/ ANTIBIOTICO
0702031399,PLACA BLOQUEADA DE RÁDIO DISTAL (INCLUI PARAFUSO)
0702040010,AGULHA P/ PUNCAO TRANSEPTAL
0702040029,ANEL P/ ANELOPLASTIA VALVULAR
0702040037,BAINHA P/ PUNCAO TRANSEPTAL
0702040045,CARDIOVERSOR DESFIBRILADOR C/ MARCAPASSO MULTI-SITIO
0702040053,GERADOR- PARA CARDIOVERSOR DESFIBRILADOR IMPLANTÁVEL (CDI)
0702040061,CARDIOVERSOR DESFIBRILADOR IMPLANTAVEL
0702040070,CATETER BALAO P/ ANGIOPLASTIA PERIFERICA
0702040088,CATETER BALAO P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA
0702040096,CATETER BALAO P/ SEPTOSTOMIA
0702040100,CATETER BALAO P/ VALVOPLASTIA
0702040118,CATETER DE ACESSO VENOSO CENTRAL POR INSERÇÃO PERIFÉRICA (PICC)
0702040126,CATETER DE TROMBECTOMIA MECANICA PERCUTANEA
0702040134,CATETER GUIA P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA
0702040142,"CATETER MULTIPOLAR TERAPEUTICO (QUADRI, DECA, DUODECAPOLAR, ETC)"
0702040150,CATETER VENOSO CENTRAL DUPLO LUMEN
0702040169,COILS EMBOLIZANTE
0702040177,CONJUNTO DE ACESSO HEPATICO TRANSJUGULAR
0702040185,CONJUNTO DO SEIO CORONARIO
0702040193,CONJUNTO P/ CIRCULACAO EXTRACORPOREA (ADULTO)
0702040207,CONJUNTO P/ CIRCULACAO EXTRACORPOREA (NEONATAL)
0702040215,CONJUNTO P/ CIRCULACAO EXTRACORPOREA (PEDIATRICO)
0702040223,CONJUNTO P/ VALVOPLASTIA MITRAL PERCUTANEA
0702040231,ELETRODO DE CARDIOVERSOR DESFIBRILADOR
0702040240,ELETRODO ENDOCARDICO DEFINITIVO
0702040258,ELETRODO EPICARDICO DEFINITIVO
0702040266,ELETRODO P/ MARCAPASSO TEMPORARIO ENDOCARDICO
0702040274,ELETRODO P/ MARCAPASSO TEMPORARIO EPICARDICO
0702040282,ENDOPROTESE AORTICA BIFURCADA
0702040290,ENDOPROTESE AORTICA TUBULAR / CONICA
0702040304,ENDOPROTESE TORACICA RETA
0702040312,ENXERTO ARTERIAL INORGANICO VALVADO (CONDUTO VALVADO)
0702040320,ENXERTO ARTERIAL TUBULAR BIFURCADO INORGANICO C/ COLAGENO
0702040339,ENXERTO ARTERIAL TUBULAR INORGANICO C/ COLAGENO
0702040347,ENXERTO ARTERIAL TUBULAR ORGANICO
0702040355,ENXERTO ARTERIAL TUBULAR VALVADO ORGANICO
0702040363,ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ÁTÉ 20CM (PTFE)
0702040371,ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ATÉ 70CM (PTFE)
0702040380,FIO GUIA DIRIGIVEL PARA ANGIOPLASTIA
0702040398,GUIA E FILTRO P/ VEIA CAVA
0702040401,INTRODUTOR DE PUNCAO P/ IMPLANTACAO DE ELETRODO ENDOCARDICO
0702040410,MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA DUPLA
0702040428,MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA UNICA
0702040436,MARCAPASSO MULTI-SITIO
0702040444,PATCH INORGANICO (20 CM2)
0702040452,PATCH INORGANICO (50 CM2)
0702040460,PATCH ORGANICO (20 CM2)
0702040479,PATCH ORGANICO (50 CM2)
0702040487,STENT FARMACOLÓGICO PARA ARTÉRIA PERIFÉRICA
0702040517,STENT PARA ARTÉRIA PERIFÉRICA
0702040533,STENT PARA ARTÉRIA CORONARIA
0702040541,PROTESE VALVULAR BIOLOGICA
0702040550,PROTESE VALVULAR BIOLOGICA S/ SUPORTE / ANEL
0702040568,PROTESE VALVULAR MECANICA DE BAIXO PERFIL (DISCO)
0702040576,PROTESE VALVULAR MECANICA DE DUPLO FOLHETO
0702040584,SISTEMA DE COLOCACAO DE COILS
0702040592,SISTEMA DE ELETRODOS P/ ESTIMULACAO MULTI-SITIO
0702040606,SISTEMA DE PROTECAO DISTAL PARA CAROTIDA E/OU CORONARIA
0702040614,STENT FARMACOLÓGICO PARA ARTERIA CORONARIA
0702050016,BOMBA CENTRIFUGA DESCARTAVEL PARA USO EM CIRCULACAO EXTRACORPOREA E/OU CIRCULACAO ASSISTIDA
0702050024,CANULA P/ TRAQUEOSTOMIA S/ BALAO
0702050032,CARGA P/ GRAMPEADOR LINEAR
0702050040,CARGA P/ GRAMPEADOR LINEAR CORTANTE
0702050059,CATETER BALAO P/ EMBOLECTOMIA ARTERIAL / VENOSA
0702050067,CATETER DE TERMODILUICAO
0702050075,CATETER DE TERMODILUICAO CONTINUA
0702050083,CATETER MULTIPERFURADO P/ INFUSAO DE DROGAS
0702050091,CATETER P/ ACESSO VENOSO CENTRAL SEMI / TOTALMENTE IMPLANTAVEL DE LONGA PERMANÊNCIA
0702050105,CIANOACRILATO (FRASCO)
0702050121,CONJUNTO DESCARTAVEL DE BALAO INTRA-AORTICO
0702050130,CONJUNTO PARA AUTOTRANSFUSÃO
0702050148,DISPOSITIVO DE BLOQUEIO
0702050156,"DISPOSITIVO INTERSOMÁTICO DE MANUTENÇÃO DE ESPAÇO INTERVERTEBRAL CARREADOR DE ENXERTO (TIPO CESTA FIXA, CUNHA E OUTROS) DE TITÂNIO"
0702050164,ESPACADOR DE TENDAO
0702050172,FIO MONONYLON 8.0
0702050180,FIO MONONYLON 9.0
